accuracy,loss,val_accuracy,val_loss,learning_rate
0.35260117053985596,2.1889190673828125,0.6845637559890747,1.710060954093933,0.0010000000474974513
0.424855500459671,1.9719473123550415,0.5503355860710144,1.6872377395629883,0.0010000000474974513
0.45375722646713257,1.8564026355743408,0.7583892345428467,1.651614785194397,0.0010000000474974513
0.5202311873435974,1.6861704587936401,0.6510066986083984,1.6263951063156128,0.0010000000474974513
0.4768786132335663,1.7414071559906006,0.4429530203342438,1.6031981706619263,0.0010000000474974513
0.5491329431533813,1.6395609378814697,0.4093959629535675,1.579469084739685,0.0010000000474974513
0.5982658863067627,1.5391240119934082,0.6442952752113342,1.5545189380645752,0.0010000000474974513
0.6011560559272766,1.4873347282409668,0.563758373260498,1.5305886268615723,0.0010000000474974513
0.6531791687011719,1.3716272115707397,0.6845637559890747,1.5025193691253662,0.0010000000474974513
0.6329479813575745,1.4163097143173218,0.7114093899726868,1.4814890623092651,0.0010000000474974513
0.7514451146125793,1.274895191192627,0.8859060406684875,1.4454978704452515,0.0010000000474974513
0.7456647157669067,1.1909066438674927,0.8389261960983276,1.4134365320205688,0.0010000000474974513
0.7832369804382324,1.1674752235412598,0.8590604066848755,1.383751630783081,0.0010000000474974513
0.7341040372848511,1.1680313348770142,0.8724831938743591,1.3519260883331299,0.0010000000474974513
0.7803468108177185,1.1096150875091553,0.8322147727012634,1.320033073425293,0.0010000000474974513
0.7947976589202881,1.0661429166793823,0.8120805621147156,1.287909984588623,0.0010000000474974513
0.8294797539710999,1.0402134656906128,0.8322147727012634,1.2466429471969604,0.0010000000474974513
0.8121387362480164,0.995801568031311,0.8657718300819397,1.2073752880096436,0.0010000000474974513
0.8294797539710999,0.9521892070770264,0.8724831938743591,1.1746547222137451,0.0010000000474974513
0.8410404920578003,0.9249857664108276,0.8859060406684875,1.1454987525939941,0.0010000000474974513
0.8612716794013977,0.9020881652832031,0.8859060406684875,1.1178338527679443,0.0010000000474974513
0.8930636048316956,0.8850066661834717,0.8859060406684875,1.0952014923095703,0.0010000000474974513
0.8786126971244812,0.8545344471931458,0.8859060406684875,1.058817982673645,0.0010000000474974513
0.8612716794013977,0.8699033260345459,0.8859060406684875,1.0416061878204346,0.0010000000474974513
0.8959537744522095,0.7966772317886353,0.8859060406684875,1.021397590637207,0.0010000000474974513
0.8901734352111816,0.7810143232345581,0.8859060406684875,0.9941242337226868,0.0010000000474974513
0.8815028667449951,0.7991096377372742,0.8859060406684875,0.9640225172042847,0.0010000000474974513
0.9277456402778625,0.7137887477874756,0.8859060406684875,0.927425742149353,0.0010000000474974513
0.913294792175293,0.7098784446716309,0.8859060406684875,0.893787145614624,0.0010000000474974513
0.9335260391235352,0.6637387871742249,0.8859060406684875,0.8684036135673523,0.0010000000474974513
0.9075144529342651,0.687809944152832,0.8859060406684875,0.8445509672164917,0.0010000000474974513
0.910404622554779,0.6707082986831665,0.8859060406684875,0.8174285888671875,0.0010000000474974513
0.9046242833137512,0.6693210005760193,0.8859060406684875,0.7917481660842896,0.0010000000474974513
0.913294792175293,0.6731522679328918,0.8859060406684875,0.7740203142166138,0.0010000000474974513
0.9537572264671326,0.5781989097595215,0.8859060406684875,0.7545101642608643,0.0010000000474974513
0.9595375657081604,0.5466541647911072,0.8859060406684875,0.7365962266921997,0.0010000000474974513
0.939306378364563,0.5536890029907227,0.8859060406684875,0.7133307456970215,0.0010000000474974513
0.939306378364563,0.5601346492767334,0.8859060406684875,0.6896581649780273,0.0010000000474974513
0.939306378364563,0.563309907913208,0.8859060406684875,0.6652789115905762,0.0010000000474974513
0.9421965479850769,0.538590669631958,0.8859060406684875,0.6404361724853516,0.0010000000474974513
0.9624277353286743,0.5022846460342407,0.8859060406684875,0.6047581434249878,0.0010000000474974513
0.9653179049491882,0.4822447597980499,0.8859060406684875,0.5658392906188965,0.0010000000474974513
0.9595375657081604,0.4735757112503052,0.8859060406684875,0.5372121930122375,0.0010000000474974513
0.9653179049491882,0.472080260515213,0.8926174640655518,0.5151242613792419,0.0010000000474974513
0.9566473960876465,0.48473379015922546,0.9060402512550354,0.4913077652454376,0.0010000000474974513
0.9710982441902161,0.45562806725502014,0.899328887462616,0.4885191321372986,0.0010000000474974513
0.9450867176055908,0.46153730154037476,0.8859060406684875,0.5105752348899841,0.0010000000474974513
0.939306378364563,0.46662360429763794,0.8926174640655518,0.474045068025589,0.0010000000474974513
0.9682080745697021,0.42881038784980774,0.9597315192222595,0.4337118864059448,0.0010000000474974513
0.9653179049491882,0.4275032579898834,0.9865771532058716,0.39750856161117554,0.0010000000474974513
0.97398841381073,0.3938678503036499,1.0,0.36980634927749634,0.0010000000474974513
0.9913294911384583,0.35727357864379883,1.0,0.35369184613227844,0.0010000000474974513
0.9768785834312439,0.38876262307167053,1.0,0.33676961064338684,0.0010000000474974513
0.9710982441902161,0.37857237458229065,1.0,0.32156243920326233,0.0010000000474974513
0.9595375657081604,0.39398080110549927,1.0,0.31200793385505676,0.0010000000474974513
0.9710982441902161,0.36076921224594116,1.0,0.3020215928554535,0.0010000000474974513
0.97398841381073,0.3435685634613037,1.0,0.2936720848083496,0.0010000000474974513
0.97398841381073,0.3591289520263672,1.0,0.2877231240272522,0.0010000000474974513
0.9566473960876465,0.37280988693237305,1.0,0.28063440322875977,0.0010000000474974513
0.9826589822769165,0.32138004899024963,1.0,0.27252596616744995,0.0010000000474974513
0.9884393215179443,0.3212900757789612,1.0,0.2651923894882202,0.0010000000474974513
0.9768785834312439,0.328291118144989,1.0,0.2576739490032196,0.0010000000474974513
0.9884393215179443,0.279063880443573,1.0,0.2509949207305908,0.0010000000474974513
0.9710982441902161,0.31256383657455444,1.0,0.24562036991119385,0.0010000000474974513
0.9653179049491882,0.342143177986145,1.0,0.23957456648349762,0.0010000000474974513
0.9566473960876465,0.32867947220802307,1.0,0.23323218524456024,0.0010000000474974513
0.97398841381073,0.3015168309211731,1.0,0.22774676978588104,0.0010000000474974513
0.9682080745697021,0.29312998056411743,1.0,0.2231806367635727,0.0010000000474974513
0.9826589822769165,0.2762097120285034,1.0,0.2200975865125656,0.0010000000474974513
0.9710982441902161,0.3047674894332886,1.0,0.21780866384506226,0.0010000000474974513
0.9826589822769165,0.2773936688899994,1.0,0.21349729597568512,0.0010000000474974513
0.9768785834312439,0.2526616156101227,1.0,0.20824550092220306,0.0010000000474974513
0.9855491518974304,0.2492275834083557,1.0,0.203041672706604,0.0010000000474974513
0.9855491518974304,0.26476383209228516,1.0,0.19808825850486755,0.0010000000474974513
0.9768785834312439,0.25952401757240295,1.0,0.19361954927444458,0.0010000000474974513
0.9768785834312439,0.2598646879196167,1.0,0.1895860880613327,0.0010000000474974513
0.9884393215179443,0.23543928563594818,1.0,0.18643219769001007,0.0010000000474974513
0.9855491518974304,0.23225246369838715,1.0,0.18248729407787323,0.0010000000474974513
0.9913294911384583,0.2163570672273636,1.0,0.17835575342178345,0.0010000000474974513
0.9884393215179443,0.2181144654750824,1.0,0.17447467148303986,0.0010000000474974513
0.9768785834312439,0.24938252568244934,1.0,0.17172235250473022,0.0010000000474974513
0.9768785834312439,0.2362176775932312,1.0,0.16892214119434357,0.0010000000474974513
0.9710982441902161,0.2354050725698471,1.0,0.16542965173721313,0.0010000000474974513
0.9710982441902161,0.2590009570121765,1.0,0.16311393678188324,0.0010000000474974513
0.9913294911384583,0.1973056048154831,1.0,0.16002340614795685,0.0010000000474974513
0.9942196607589722,0.1868542730808258,1.0,0.15684577822685242,0.0010000000474974513
0.9884393215179443,0.19444744288921356,1.0,0.15373171865940094,0.0010000000474974513
0.9855491518974304,0.212065652012825,1.0,0.15063481032848358,0.0010000000474974513
0.9884393215179443,0.2220684289932251,1.0,0.14912936091423035,0.0010000000474974513
0.9826589822769165,0.1811848282814026,1.0,0.14626972377300262,0.0010000000474974513
0.9913294911384583,0.17356307804584503,1.0,0.14358575642108917,0.0010000000474974513
0.9942196607589722,0.1812361180782318,1.0,0.14120101928710938,0.0010000000474974513
0.9913294911384583,0.16089655458927155,1.0,0.1386234611272812,0.0010000000474974513
